ability_id,source_type,source_id,name,text,source_file
e53b-7d09-eb7c-c6c7:spiritseer:10d8-76d2-6689-5b6b,unit,e53b-7d09-eb7c-c6c7,Spiritseer,"While this model is within 3"" of one or more friendly Wraith Construct units, this model has the Lone Operative ability.",Aeldari - Aeldari Library.cat
854b-f8e-28fa-8c24:invulnerable-save:4f79-7213-66da-1fe5,unit,854b-f8e-28fa-8c24,Invulnerable Save,This unit has a 4+ Invulnerable save,Aeldari - Aeldari Library.cat
854b-f8e-28fa-8c24:rapid-embarkation:da0b-721f-bea-6a36,unit,854b-f8e-28fa-8c24,Rapid Embarkation,"At the end of the Fight phase, if there are no models currently embarked within this Transport, you can select one friendly Harlequins Infantry unit that has 6 or fewer models that is wholly within 6"" of this Transport. Unless that unit is within Engagement Range of one or more enemy units, it can embark within this Transport.",Aeldari - Aeldari Library.cat
5452-c4a7-59fb-f05c:stormblades:c276-a9a6-499d-6d3d,unit,5452-c4a7-59fb-f05c,Stormblades,"At the end of your Command phase, if this unit is within range of an objective marker you control, that objective marker remains under your control until your opponent's Level of Control over that objective marker is greater than yours at the end of a phase.",Aeldari - Aeldari Library.cat
5452-c4a7-59fb-f05c:crewed-platform:163e-43a9-badc-ab16,unit,5452-c4a7-59fb-f05c,Crewed Platform,"When the last Storm Guardian model in this unit is destroyed, any remaining Serpent’s Scale Platform models in this unit are also destroyed.",Aeldari - Aeldari Library.cat
efed-ef67-bd12-2330:serpent-shield:506d-483f-7ff9-117a,unit,efed-ef67-bd12-2330,Serpent Shield,Models in the bearer’s unit have a 5+ invulnerable save.,Aeldari - Aeldari Library.cat
c90f-a8e5-6afa-eb91:invulnerable-save:c972-2520-fbb4-542c,unit,c90f-a8e5-6afa-eb91,Invulnerable Save,This unit has a 5+ Invulnerable save.,Aeldari - Aeldari Library.cat
c90f-a8e5-6afa-eb91:mandiblasters:fe3-117b-e66f-63bb,unit,c90f-a8e5-6afa-eb91,Mandiblasters,"Each time a model in this unit makes a melee attack, if it made a Charge move this turn, an unmodified Hit roll of 5+ scores a Critical Hit.",Aeldari - Aeldari Library.cat
82ac-7d93-df55-5504:structural-collapse:b5b4-847e-1a87-c778,unit,82ac-7d93-df55-5504,Structural Collapse,"Each time this model makes an attack with its D-Cannon, re-roll a Damage roll of 1. If that attack targets a Titanic unit, you can re-roll the Damage roll instead.",Aeldari - Aeldari Library.cat
240f-70a4-7ba7-a538:invulnerable-save:ab42-5a74-106a-8aa6,unit,240f-70a4-7ba7-a538,Invulnerable Save,This unit has a 5+ Invulnerable save,Aeldari - Aeldari Library.cat
240f-70a4-7ba7-a538:grenade-pack-flyover:2a42-58e6-07e0-6d33,unit,240f-70a4-7ba7-a538,Grenade Pack Flyover,"Once per turn, in your Movement phase, when this unit is set-up on the battlefield or ends a Normal, Advance or Fall Back move, it can use this ability. If it does, select one enemy unit within 8"" of and visible to this unit and roll one D6 for each ^^Swooping Hawks^^ model in this unit. For each 4+, that enemy unit suffers 1 mortal wound (to a maximum of 6 mortal wounds). Each time this unit uses this ability , until the end of the turn, you cannot target this unit with the Grenades Stratagem.",Aeldari - Aeldari Library.cat
dd79-c2fe-59d6-d2:invulnerable-save-(the-visarch):ad26-a7ff-16a4-6aac,unit,dd79-c2fe-59d6-d2,Invulnerable Save (The Visarch),This unit has a 4+ Invulnerable save,Aeldari - Aeldari Library.cat
dd79-c2fe-59d6-d2:way-of-the-blade:18b8-61e7-e1af-fca9,unit,dd79-c2fe-59d6-d2,Way of the Blade,"While this model is leading a unit, models in that unit have the Fights First ability.",Aeldari - Aeldari Library.cat
dd79-c2fe-59d6-d2:yvraine's-champion:a75b-c4fb-aef5-6f32,unit,dd79-c2fe-59d6-d2,Yvraine's Champion,"While this model is leading a unit, other Character models attached to that unit have the Feel No Pain 4+ ability.",Aeldari - Aeldari Library.cat
dd79-c2fe-59d6-d2:leader:b762-ef83-2f56-ded,unit,dd79-c2fe-59d6-d2,Leader,"This model can be attached to the following units:
■ Corsair Voidreavers
■ Corsair Voidscarred
■ Guardian Defenders
■ Storm Guardians
■ Ynnari Incubi
■ Ynnari Kabalite Warriors
■ Ynnari Wyches

You can attach this unit to one of the above units, even if Yvraine has already been attached to it. If you do, and that Bodyguard unit is destroyed, the Leader units attached to it become separate units, with their original Starting Strengths.",Aeldari - Aeldari Library.cat
dd79-c2fe-59d6-d2:servant-of-the-whispering-god:498c-1c84-e966-48cb,unit,dd79-c2fe-59d6-d2,Servant of the Whispering God,"If your army includes The Visarch, it cannot include any Epic Hero units (excluding Ynnari units). If your army includes any Epic Hero units (excluding Ynnari units), it cannot include The Visarch.",Aeldari - Aeldari Library.cat
68fb-4b6f-2bf8-7105:invulnerable-save:67e6-bd19-eeb8-d416,unit,68fb-4b6f-2bf8-7105,Invulnerable Save,This unit has a 4+ Invulnerable save,Aeldari - Aeldari Library.cat
68fb-4b6f-2bf8-7105:inevitable-death:f745-3962-462c-6d2f,unit,68fb-4b6f-2bf8-7105,Inevitable Death,"Once in each of your opponent's turns, if this model is on the battlefield when another friendly Aeldari unit is destroyed, just after removing the last model in that unit, you can remove this model from the battlefield and set it up as close as possible to where that destroyed model was destroyed and not within Engagement Range of one or more enemy units.",Aeldari - Aeldari Library.cat
68fb-4b6f-2bf8-7105:ethereal-form:49aa-52f1-6804-1302,unit,68fb-4b6f-2bf8-7105,Ethereal Form,Each time this model destroys an enemy unit it regains up to D3 lost wounds.,Aeldari - Aeldari Library.cat
68fb-4b6f-2bf8-7105:avatar-of-the-whispering-god:9183-03d5-da61-eee4,unit,68fb-4b6f-2bf8-7105,Avatar of the Whispering God,"If your army includes The Yncarne, it cannot include any Epic Hero units (excluding Ynnari units). If your army includes any Epic Hero units (excluding Ynnari units), it cannot include The Yncarne.",Aeldari - Aeldari Library.cat
dada-b81b-37bd-1f3b:invulnerable-save:37f9-39ea-7481-49a6,unit,dada-b81b-37bd-1f3b,Invulnerable Save,This unit has a 4+ Invulnerable save,Aeldari - Aeldari Library.cat
dada-b81b-37bd-1f3b:leader:4591-b72c-5938-f025,unit,dada-b81b-37bd-1f3b,Leader,"This model can be attached to the following unit:
■ Troupe",Aeldari - Aeldari Library.cat
dada-b81b-37bd-1f3b:choreographer-of-war:f892-e9fd-e9cb-c309,unit,dada-b81b-37bd-1f3b,Choreographer of War,"While this model is leading a unit, each time a model in that unit makes a Pile In or Consolidate move, it can move up to 6"" instead of 3"". In addition, it does not need to end that move closer to the closest enemy model, provided it ends as close as possible to the closest enemy unit.",Aeldari - Aeldari Library.cat
dada-b81b-37bd-1f3b:cegorach’s-favour::6a66-66c0-9d13-46c9,unit,dada-b81b-37bd-1f3b,Cegorach’s Favour:,Each time this model makes a melee attack you can re-roll a Hit roll of 1 and add 1 to the Wound roll.,Aeldari - Aeldari Library.cat
e011-d99d-f0de-5289:invulnerable-save:faff-a85-1bb0-416c,unit,e011-d99d-f0de-5289,Invulnerable Save,This unit has a 4+ Invulnerable save,Aeldari - Aeldari Library.cat
e011-d99d-f0de-5289:polychromatic-camoflage:d493-68aa-bd6-98e8,unit,e011-d99d-f0de-5289,Polychromatic Camoflage,"This unit can only be selected as the target of a ranged attack if the attacking model is within 18"".",Aeldari - Aeldari Library.cat
291f-2885-4512-f0cd:leader:510b-2196-2fab-2f43,unit,291f-2885-4512-f0cd,Leader,"This model can be attached to the following units:
■ Guardian Defenders
■ Storm Guardians
You can attach this model to a unit, even  if one ^^Autarch^^ or ^^Farseer^^ model has already been attached to it. If you do, and that Bodyguard unit is destroyed, the Leader units attached to it become separate units, with their original Starting Strengths.",Aeldari - Aeldari Library.cat
291f-2885-4512-f0cd:invulnerable-save-(warlock):c1d2-224a-96a1-424d,unit,291f-2885-4512-f0cd,Invulnerable Save (Warlock),A Warlock has a 4+ Invulnerable save,Aeldari - Aeldari Library.cat
291f-2885-4512-f0cd:runes-of-fortune-(psychic):2646-686b-11fe-0454,unit,291f-2885-4512-f0cd,Runes of Fortune (Psychic),"Each time an enemy unit declares a charge, if one or more units with this ability are selected as a target of that charge, subtract 2 from the Charge roll.",Aeldari - Aeldari Library.cat
291f-2885-4512-f0cd:psychic-communion-(psychic):d1c4-54b8-28b0-fbc1,unit,291f-2885-4512-f0cd,Psychic Communion (Psychic),"Each time this model is selected to shoot, until the end of the phase, add 1 to the Attacks and Strength characteristics of its Destructor weapon for each other friendly ^^Aeldari Psyker ^^ model within 6"" of this model (to a maximum of +2).",Aeldari - Aeldari Library.cat
d61-c058-6bd1-112f:invulnerable-save:33ca-47b8-9d21-5b62,unit,d61-c058-6bd1-112f,Invulnerable Save,This unit has a 4+ Invulnerable save,Aeldari - Aeldari Library.cat
d61-c058-6bd1-112f:protect-(psychic):e2bb-4a2a-3469-97c6,unit,d61-c058-6bd1-112f,Protect (Psychic),"While a ^^Farseer^^ model is leading this unit, each time an attack targets this unit, subtract 1 from the Wound roll.",Aeldari - Aeldari Library.cat
d61-c058-6bd1-112f:psychic-communion-(psychic):0788-7422-2940-1777,unit,d61-c058-6bd1-112f,Psychic Communion (Psychic),"Each time this unit is selected to shoot, for each ^^Warlock^^ model in this unit, until the end of the phase, add 1 to the Attacks and Strength characteristics of that model's Destructor weapon for each other friendly ^^Aeldari Psyker^^ model within 6"" of this model (to a maximum of +2).",Aeldari - Aeldari Library.cat
d61-c058-6bd1-112f:leader:a805-d678-6dcd-efe9,unit,d61-c058-6bd1-112f,Leader,"At the start of the Declare Battle Formations step, if this unit is not an Attached unit, this unit can join one ^^Guardian Defenders^^ or ^^Storm Guardians^^ unit from your army (a unit cannot have more than one ^^Warlock Conclave^^ unit joined to it). If it does, until the end of the battle, every model in this unit counts as being part of that Bodyguard unit, and that Bodyguard unit’s Starting Strength is increased accordingly.",Aeldari - Aeldari Library.cat
57ec-47a8-a59a-6a46:flickerjump:b8cc-f83d-d3d7-22af,unit,57ec-47a8-a59a-6a46,Flickerjump,"In your Movement phase, each time this unit is selected to make a Normal move, it can use this ability. If it does, until the end of the turn, this unit is not eligible to declare a charge and models in it have a Move characteristic of 24"". Each time this unit uses this ability, at the end of the phase, roll one D6 for each model in this unit: for each 1, this unit suffers 1 mortal wound.",Aeldari - Aeldari Library.cat
57ec-47a8-a59a-6a46:invulnerable-save:81cd-87f3-a05d-3eeb,unit,57ec-47a8-a59a-6a46,Invulnerable Save,This unit has a 5+ Invulnerable save,Aeldari - Aeldari Library.cat
ad88-f706-318c-e70e:invulnerable-save:32-1edb-2a23-6aec,unit,ad88-f706-318c-e70e,Invulnerable Save,This unit has a 5+ Invulnerable save,Aeldari - Aeldari Library.cat
ad88-f706-318c-e70e:wave-serpent-shield:d121-4b30-603-1d69,unit,ad88-f706-318c-e70e,Wave Serpent Shield,"Each time a ranged attack targets this model, if the Strength characteristic of that attack is greater than the Toughness characteristic of this model, subtract 1 from the Wound roll.",Aeldari - Aeldari Library.cat
ad88-f706-318c-e70e:damaged:-1-4-wounds-remaining:9cc8-6992-c56f-275f,unit,ad88-f706-318c-e70e,Damaged: 1-4 Wounds Remaining,"While this model has 1-4 wounds remaining, each time this model makes an attack, subtract 1 from the Hit roll.",Aeldari - Aeldari Library.cat
2f21-23a3-48e0-5788:arcane-cover:af7e-8be6-b5d7-31a,unit,2f21-23a3-48e0-5788,Arcane Cover,"Each time a ranged attack is allocated to a model, if that model is not fully visible to every model in the attacking unit because of this Fortification, that model has the Benefit of Cover against that attack.",Aeldari - Aeldari Library.cat
2f21-23a3-48e0-5788:webway-strike:760b-dbf5-809f-cc2f,unit,2f21-23a3-48e0-5788,Webway Strike,"Each time a friendly AELDARI unit arrives from Strategic Reserves, you can choose to set it up anywhere on the battlefield that is wholly within 6"" of this FORTIFICATION. If you do, that AELDARI unit can be set up within 9"" of enemy models, and can be set up within Engagement Range of enemy models. If an AELDARI unit is set up within Engagement Range of any enemy models in this way, it counts as having made a Charge move this turn and is eligible to fight this turn.",Aeldari - Aeldari Library.cat
2f21-23a3-48e0-5788:deployment:3dee-8dde-ea42-85de,unit,2f21-23a3-48e0-5788,Deployment,"Both Wraithbone Arches of this Fortification must be set up with their upper points no more than 1"" apart and with both statues facing in fully opposite directions so that an arch is formed, as shown on the right. Both arches are then treated as a single model for all rules purposes.",Aeldari - Aeldari Library.cat
bfd-df5a-b358-4cf9:damaged:-1-6-wounds-remaining:fe0f-b73b-de73-7bde,unit,bfd-df5a-b358-4cf9,Damaged: 1-6 Wounds Remaining,"While this model has 1-6 wounds remaining, subtract 5 from this model’s Objective Control characteristic and each time this model makes an attack, subtract 1 from the Hit roll.",Aeldari - Aeldari Library.cat
bfd-df5a-b358-4cf9:titanic-strides:fd9d-69b6-e156-dd88,unit,bfd-df5a-b358-4cf9,Titanic Strides,"Each time this model makes a Normal, Advance or Fall Back move, it can move through models (excluding Titanic models) and sections of terrain features that are 4"" or less in height. When doing so:
It can move within Engagement Range of enemy models, but cannot end that move within Engagement Range of them.
It can also move through sections of terrain features that are more than 4"" in height, but if it does, after it has moved, roll one D6: on a 1, this model is battle-shocked.",Aeldari - Aeldari Library.cat
bfd-df5a-b358-4cf9:point-blank-devastation:8e48-8384-7195-84e5,unit,bfd-df5a-b358-4cf9,Point-blank Devastation,"Each time this model's Heavy Wraithcannon or Suncannon targets a unit within half range, you can re-roll the dice to determine the number of attacks made.",Aeldari - Aeldari Library.cat
b9e9-397e-d83a-f77a:fated-hero:7019-ca5c-4d7e-7b83,unit,b9e9-397e-d83a-f77a,Fated Hero,"At the start of the battle, select one of the following keywords: Infantry, Monster, Mounted, Vehicle. Each time this model makes an attack that targets a unit with the selected keyword, re-roll a Hit roll of 1 and re-roll a Wound roll of 1.",Aeldari - Aeldari Library.cat
b9e9-397e-d83a-f77a:psychic-guidance:3b77-2fdc-9e1b-40ed,unit,b9e9-397e-d83a-f77a,Psychic Guidance,"While this model is within 12"" of one or more friendly Aeldari Psyker models, improve the Ballistic Skill and Weapon Skill characteristics of weapons equipped by this model by 1 and it has a Leadership characteristic of 6+.",Aeldari - Aeldari Library.cat
5aa4-107-d7ee-f0f3:war-construct:b7b8-27fe-d7c3-228a,unit,5aa4-107-d7ee-f0f3,War Construct,This unit is eligible to shoot in a turn in which it Fell Back.,Aeldari - Aeldari Library.cat
5aa4-107-d7ee-f0f3:psychic-guidance:b86b-1054-ccc5-a0e9,unit,5aa4-107-d7ee-f0f3,Psychic Guidance,"While this unit is within 12"" of one or more friendly Aeldari Psyker models, models in this unit have a Leadership characteristic of 6+ and each time a model in this unit makes an attack, add 1 to the Hit roll.",Aeldari - Aeldari Library.cat
ada5-25ce-d5d5-4ccb:invulnerable-save-(yvraine):b503-b878-bfec-c516,unit,ada5-25ce-d5d5-4ccb,Invulnerable Save (Yvraine),Yvraine has a 4+ Invulnerable save,Aeldari - Aeldari Library.cat
ada5-25ce-d5d5-4ccb:herald-of-ynnead:527b-7d13-b4d6-bf7d,unit,ada5-25ce-d5d5-4ccb,Herald of Ynnead,"At the start of the Fight phase, select one enemy unit within Engagement Range of this model. Until the end of the phase, each time a friendly Aeldari model makes an attack that targets that unit, you can re-roll a Wound roll of 1.",Aeldari - Aeldari Library.cat
ada5-25ce-d5d5-4ccb:word-of-the-phoenix-(psychic):24e0-70bd-c36-34e,unit,ada5-25ce-d5d5-4ccb,Word of the Phoenix (Psychic),"While this model is leading a unit, in your Command phase, roll one D6: on a 2+, D3+1 destroyed Bodyguard models (excluding Support Weapon models) are returned to that unit with their full wounds remaining.",Aeldari - Aeldari Library.cat
ada5-25ce-d5d5-4ccb:leader:f2b9-a861-22b3-57e0,unit,ada5-25ce-d5d5-4ccb,Leader,"This model can be attached to the following units:
■ Corsair Voidscarred
■ Corsair Voidreavers
■ Guardian Defenders
■ Storm Guardians
■ Ynnari Incubi
■ Ynnari Kabalite Warriors
■ Ynnari Wyches",Aeldari - Aeldari Library.cat
