review_rank,review_priority,review_hint,unit_id,unit_name,faction_contains,selection_type,models_min,models_max,review_category,suggestion_score,suggestion_reason,suggested_guide_faction,suggested_guide_unit_name,suggested_guide_model_name,suggested_base_size_text,override_base_size_text,override_base_type,override_base_shape,override_base_width_mm,override_base_depth_mm,override_guide_faction,override_guide_unit_name,override_guide_model_name,review_decision,review_notes
348,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",c7cc-ad05-15f6-a4f3,Crassus [Legends],Imperium - Astra Militarum - Library,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
349,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",fc41-a899-8d5a-dc01,Dominus Armoured Siege Bombard [Legends],Imperium - Astra Militarum - Library,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
350,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",efc7-ac4c-1fcd-5b39,Earthshaker Carriage Battery [Legends],Imperium - Astra Militarum - Library,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
351,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",cb82-5250-6959-d2c3,Earthshaker Platform [Legends],Imperium - Astra Militarum - Library,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
352,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",badd-6133-a469-613c,Elysian Drop Sentinel [Legends],Imperium - Astra Militarum - Library,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
353,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",5d8e-2b2a-6ed1-8309,Gorgon Heavy Transport [Legends],Imperium - Astra Militarum - Library,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
354,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",7be8-bfe0-6416-8ed7,Griffon Mortar Carrier [Legends],Imperium - Astra Militarum - Library,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
355,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",ed8d-9053-9d33-61da,Hades Breaching Drill [Legends],Imperium - Astra Militarum - Library,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
356,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",5762-f71e-7693-49a6,Heavy Quad Launcher Team [Legends],Imperium - Astra Militarum - Library,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
357,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",d7a-7abb-831b-1c67,Macharius [Legends],Imperium - Astra Militarum - Library,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
358,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",4b76-f049-77b1-38bf,Macharius Omega [Legends],Imperium - Astra Militarum - Library,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
359,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",e951-f9f2-3dd4-d5b8,Macharius Vulcan [Legends],Imperium - Astra Militarum - Library,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
360,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",f706-c35a-a325-38bf,Malcador [Legends],Imperium - Astra Militarum - Library,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
361,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",bc69-45ff-789c-90bb,Malcador Annihilator [Legends],Imperium - Astra Militarum - Library,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
362,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",a185-ae7a-4503-8ceb,Malcador Defender [Legends],Imperium - Astra Militarum - Library,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
363,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",5e59-657b-5c85-1d92,Malcador Infernus [Legends],Imperium - Astra Militarum - Library,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
364,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",7f1f-38c8-1bdc-55d7,Marauder Bomber [Legends],Imperium - Astra Militarum - Library,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
365,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",18f9-56ec-7334-69a7,Marauder Destroyer [Legends],Imperium - Astra Militarum - Library,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
366,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",92a9-a820-b7f-7dc2,Minotaur [Legends],Imperium - Astra Militarum - Library,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
367,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",247-2938-79b6-ff4b,Praetor [Legends],Imperium - Astra Militarum - Library,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
368,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",f4d1-cea9-f487-4501,Provisionally Prepared [Legends],Imperium - Astra Militarum - Library,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
369,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",5282-cda5-ab54-6bb2,Sabre Gun Platform,Imperium - Astra Militarum - Library,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
370,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",73b2-edbf-eec3-563d,Salamander Scout Vehicle [Legends],Imperium - Astra Militarum - Library,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
371,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",8cc1-8512-710f-f15f,Sentinel Powerlifter [Legends],Imperium - Astra Militarum - Library,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
372,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",a8d5-81f9-96a0-fd12,Sergeant Harker [Legends],Imperium - Astra Militarum - Library,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
373,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",28d1-70b2-70be-c998,Stygies Destroyer Tank Hunter [Legends],Imperium - Astra Militarum - Library,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
374,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",7f51-3401-e115-9b48,Tarantula w/ twin heavy bolter,Imperium - Astra Militarum - Library,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
375,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",9af2-acc-32a4-c91e,Tarantula w/ twin lascannon,Imperium - Astra Militarum - Library,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
376,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",6800-f1ce-7deb-d9eb,Tauros Assault Vehicle [Legends],Imperium - Astra Militarum - Library,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
377,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",a95f-9dd6-de66-fa59,Tauros Venator [Legends],Imperium - Astra Militarum - Library,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
378,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",fbaf-15f6-37d8-c5b,Trojan Support Vehicle [Legends],Imperium - Astra Militarum - Library,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
379,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",3936-a532-dc5e-8498,Valdor [Legends],Imperium - Astra Militarum - Library,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
380,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",4946-40d2-ee8b-a71c,Vendetta Gunship [Legends],Imperium - Astra Militarum - Library,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
381,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",ed3d-fa87-4f0d-d10c,Voss-pattern Lightning [Legends],Imperium - Astra Militarum - Library,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
382,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",739e-cb18-c050-fca1,Vulture Gunship [Legends],Imperium - Astra Militarum - Library,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
383,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",913f-3cb6-fb80-7f6a,‘Iron Hand’ Straken [Legends],Imperium - Astra Militarum - Library,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
384,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",9782-7a59-9b65-21e4,Champion of Titan [Crucible],Imperium - Grey Knights,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
385,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",54f0-4b3f-3abe-081b,Grey Knights Relic Razorback [Legends],Imperium - Grey Knights,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
386,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",7a19-5235-692b-320d,Kaldor Draigo [Legends],Imperium - Grey Knights,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
387,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",fdad-1104-a934-3812,Blood Slaughterer [Legends],Library - Astartes Heresy Legends,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
388,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",4044-b458-fb4d-d05b,Cerberus [Legends],Library - Astartes Heresy Legends,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
389,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",6844-986c-b0ea-6dd5,Chaos Thunderhawk [Legends],Library - Astartes Heresy Legends,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
390,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",7e7a-96f6-cad0-50ec,Decimator [Legends],Library - Astartes Heresy Legends,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
391,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",585d-722b-4304-2f63,Fellblade [Legends],Library - Astartes Heresy Legends,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
392,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",1fc7-7880-e4d4-acbf,Fire Raptor Gunship [Legends],Library - Astartes Heresy Legends,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
393,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",412c-3499-8275-2637,Greater Blight Drone [Legends],Library - Astartes Heresy Legends,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
394,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",f564-7bc-21a6-7796,Greater Brass Scorpion [Legends],Library - Astartes Heresy Legends,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
395,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",1f26-fce8-bb2d-2c44,Javelin Attack Speeder [Legends],Library - Astartes Heresy Legends,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
396,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",5bb7-ac8-4448-a4d8,Kharybdis Assault Claw [Legends],Library - Astartes Heresy Legends,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
397,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",e337-7f05-f1b3-d64e,Mastodon [Legends],Library - Astartes Heresy Legends,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
398,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",ca2a-69ca-dd3c-47,Sicaran Arcus [Legends],Library - Astartes Heresy Legends,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
399,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",8b64-6aba-150d-27e4,Sicaran Omega [Legends],Library - Astartes Heresy Legends,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
400,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",68aa-28bf-bd73-3355,Sicaran Punisher [Legends],Library - Astartes Heresy Legends,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
401,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",e63e-2aa6-f840-b54e,Sicaran Venator [Legends],Library - Astartes Heresy Legends,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
402,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",a80f-8343-85f3-716a,Sokar-pattern Stormbird [Legends],Library - Astartes Heresy Legends,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
403,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",7b3a-9a63-6200-ec7,Spartan [Legends],Library - Astartes Heresy Legends,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
404,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",d298-eb55-5779-f90e,Tarantula Sentry Battery [Legends],Library - Astartes Heresy Legends,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
405,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",3d36-e9d7-54c5-deb7,Terrax-pattern Termite [Legends],Library - Astartes Heresy Legends,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
406,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",f60c-1b93-9ee8-59d2,Typhon [Legends],Library - Astartes Heresy Legends,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
407,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",128d-5011-8e6-45a6,Vindicator Laser Destroyer [Legends],Library - Astartes Heresy Legends,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
408,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",a89f-8ad1-3d79-174f,Macro Organism [Crucible],Library - Tyranids,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
409,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",527c-d3c6-c620-c7c6,Node Organism [Crucible],Library - Tyranids,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
410,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",6f46-0c77-acd0-3f5d,Prime Organism [Crucible],Library - Tyranids,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
411,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",e85b-17c7-1ad9-8375,Ambull [Legends],Unaligned Forces,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
412,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",5134-5fe9-e489-43c4,Bastion [Legends],Unaligned Forces,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
413,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",a5c2-3951-e727-b64a,Breaching Robot,Unaligned Forces,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
414,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",20c8-d2-586d-623,Castellum Stronghold [Legends],Unaligned Forces,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
415,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",71b0-77b9-522c-17d6,Firestorm Redoubt [Legends],Unaligned Forces,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
416,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",c4d1-c85a-a20e-6c94,Fortress of Redemption [Legends],Unaligned Forces,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
417,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",f6f8-8759-3282-2ab,Imperial Fortress Walls [Legends],Unaligned Forces,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
418,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",3b75-e314-ecd5-cd63,Macro-cannon Aquila Strongpoint [Legends],Unaligned Forces,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
419,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",cabe-2c66-c8b6-de6c,Plasma Obliterator [Legends],Unaligned Forces,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
420,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",983d-b163-dc9f-3c54,Sentry Gun,Unaligned Forces,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
421,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",54c-8b9f-b1d8-93c3,Skyshield Landing Pad [Legends],Unaligned Forces,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
422,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",11b2-8348-ae67-fa98,The Archivist [Legends],Unaligned Forces,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
423,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",14fe-18ed-9c25-189c,Vengeance Weapon Battery [Legends],Unaligned Forces,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
424,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",4501-646d-e705-9dca,Void Shield Generator [Legends],Unaligned Forces,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
425,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",5c81-92c5-e20b-edf1,Vortex Missile Strongpoint [Legends],Unaligned Forces,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
426,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",9698-2e0-15ac-1193,Wall of Martyrs Bunker [Legends],Unaligned Forces,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
427,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",8419-8133-33f3-e0a4,Wall of Martyrs Defence Emplacement [Legends],Unaligned Forces,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
428,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",5138-978e-c8e6-b90c,Cult Guerrilla [Crucible],Xenos - Genestealer Cults,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
429,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",0f8d-ba1b-c2cf-c8e7,Cult Insurrectionist [Crucible],Xenos - Genestealer Cults,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
430,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",4c63-309e-88e3-7d17,Tectonic Fragdrill [Legends],Xenos - Genestealer Cults,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
431,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",c7ea-1b76-c8c1-4786,Berehk Stornbröw,Xenos - Leagues of Votann,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
432,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",05b6-7622-edbe-7a9a,Kinhost Commander [Crucible],Xenos - Leagues of Votann,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
433,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",0039-5b91-2e96-0e08,Living Ancestor [Crucible],Xenos - Leagues of Votann,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
434,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",4eaf-78d5-9195-0e36,Steeljack Elder [Crucible],Xenos - Leagues of Votann,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
435,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",43b5-f4f9-f7c6-327a,Anrakyr the Traveller [Legends],Xenos - Necrons,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
436,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",be60-a5ae-6c7c-df47,Dynastic Conqueror [Crucible],Xenos - Necrons,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
437,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",b6b0-9a60-d2e4-7ef0,Gauss Pylon [Legends],Xenos - Necrons,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
438,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",e884-dd7a-a1cd-bad8,Hyperscientist [Crucible],Xenos - Necrons,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
439,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",8386-4191-ac3a-aa28,Nemesor Zahndrekh [Legends],Xenos - Necrons,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
440,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",37d1-5b3e-b4e6-f8ef,Sentry Pylon [Legends],Xenos - Necrons,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
441,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",b5c3-317e-df69-53bb,Vargard Obyron [Legends],Xenos - Necrons,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
442,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",4229-83f0-b03b-bd44,Attack Fighta [Legends],Xenos - Orks,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
443,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",145f-7113-8466-d544,Big Gunz w/ Kannon,Xenos - Orks,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
444,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",14e1-a15e-e987-5c3c,Big Gunz w/ Lobba,Xenos - Orks,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
445,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",565b-5d57-1578-36bb,Big Gunz w/ Zzap gun,Xenos - Orks,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
446,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",e1b6-48a1-2598-7cae,Big Mek with Kustom Force Field [Legends],Xenos - Orks,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
447,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",f6cb-323b-3c25-75f7,Chinork Warkopta [Legends],Xenos - Orks,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
448,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",a43d-27a9-7d83-42e4,Da Red Gobbo [Legends],Xenos - Orks,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
449,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",6610-3cb7-dc72-8852,Da Red Gobbo's A-bomb-inable Snowman [Legends],Xenos - Orks,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
450,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",070f-5f7f-2cab-6ee6,Da Red Gobbo's Tinboy [Legends],Xenos - Orks,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
451,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",8c96-c1f0-63ff-d6a9,Deff Rolla Battle Fortress [Legends],Xenos - Orks,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
452,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",410e-7847-bcfc-1b62,Grot Bomm Launcha [Legends],Xenos - Orks,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
453,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",2d97-52db-2c1b-de5e,Grot Mega-Tank [Legends],Xenos - Orks,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
454,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",2ba9-e97a-909d-3ac5,Hordeboss [Crucible],Xenos - Orks,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
455,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",91c2-d40a-1f09-9e81,Kannonwagon [Legends],Xenos - Orks,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
456,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",ffa6-66d3-dfa5-557e,Kaptin Badrukk [Legends],Xenos - Orks,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
457,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",afab-635c-23c5-cacc,Lifta Wagon [Legends],Xenos - Orks,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
458,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",7d51-e2a3-aab6-f7de,Mad Dok Grotsnik [Legends],Xenos - Orks,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
459,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",8aea-b460-9ad6-252d,Mek Gun w/ Bubblechukka,Xenos - Orks,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
460,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",ef50-eb48-bba3-d692,Mek Gun w/ Kustom mega-kannon,Xenos - Orks,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
461,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",e82a-232e-e43d-a061,Mek Gun w/ Smasha gun,Xenos - Orks,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
462,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",c800-4c3a-de49-f05b,Mek Gun w/ Traktor kannon,Xenos - Orks,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
463,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",2ecf-280b-32e2-3189,Mekboy Workshop [Legends],Xenos - Orks,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
464,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",3b35-92f5-bd1a-af8d,Nob with Waaagh! Banner [Legends],Xenos - Orks,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
465,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",21c1-62d6-9682-4fb6,Ufthak Blackhawk [Legends],Xenos - Orks,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
466,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",54de-2004-bbc1-3ac6,Warphead [Crucible],Xenos - Orks,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
467,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",2ab7-ab71-0af4-5d39,Wazdakka Gutsmek,Xenos - Orks,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
468,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",8407-585b-76d2-72f3,Aun'shi [Legends],Xenos - T'au Empire,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
469,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",a422-6066-1c3a-f021,Barracuda [Legends],Xenos - T'au Empire,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
470,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",e73d-cdcf-213d-c7eb,Drone Sentry Turret [Legends],Xenos - T'au Empire,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
471,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",a5d9-e739-52b8-731f,Great Knarloc [Legends],Xenos - T'au Empire,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
472,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",86c3-1150-ef4d-d870,Kinband Champion [Crucible],Xenos - T'au Empire,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
473,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",5bf-16e5-d77b-ea7d,Longstrike [Legends],Xenos - T'au Empire,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
474,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",49c0-f84c-18c4-6377,Orca Dropship [Legends],Xenos - T'au Empire,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
475,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",124e-3391-b646-9777,Remote Sensor Tower [Legends],Xenos - T'au Empire,model,1,1,unmatched_unit,,,,,,,,,,,,,,,,
