unit_id,faction,unit_name,selection_type,models_min,models_max,suggestion_rank,suggestion_score,suggestion_reason,guide_faction,guide_unit_name,guide_model_name,base_size_text,base_type,base_shape,base_width_mm,base_depth_mm,source_page,source,source_url,source_updated
5d99-8592-a934-48d9,Imperium - Adeptus Astartes - Space Wolves,Wolf Guard Pack Leader [Legends],model,1,1,3,0.74,name similarity 0.74; token overlap 0.40; faction compatible,SPACE WOLVES,Wolf Guard Headtakers,Hunting Wolves,60x35.5mm Oval Base,oval,oval,60,35.5,47,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
a60f-7d3a-d2f8-60cd,Imperium - Adeptus Astartes - Space Wolves,Wolf Guard Pack Leader with Jump Pack [Legends],model,1,1,1,0.71,name similarity 0.68; token overlap 0.50; faction compatible,SPACE WOLVES,Wolf Guard Battle Leader,,40mm,round,round,40,40,47,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
a60f-7d3a-d2f8-60cd,Imperium - Adeptus Astartes - Space Wolves,Wolf Guard Pack Leader with Jump Pack [Legends],model,1,1,2,0.62,name similarity 0.60; token overlap 0.33; faction compatible,SPACE WOLVES,Wolf Guard Headtakers,,40mm,round,round,40,40,47,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
a60f-7d3a-d2f8-60cd,Imperium - Adeptus Astartes - Space Wolves,Wolf Guard Pack Leader with Jump Pack [Legends],model,1,1,3,0.62,name similarity 0.60; token overlap 0.33; faction compatible,SPACE WOLVES,Wolf Guard Headtakers,Hunting Wolves,60x35.5mm Oval Base,oval,oval,60,35.5,47,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
a341-f355-7305-58bb,Imperium - Adeptus Astartes - Space Wolves,Wolf Guard Pack Leader in Terminator Armour [Legends],model,1,1,1,0.68,name similarity 0.68; token overlap 0.38; faction compatible,SPACE MARINES,Librarian in Terminator Armour,,40mm,round,round,40,40,45,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
a341-f355-7305-58bb,Imperium - Adeptus Astartes - Space Wolves,Wolf Guard Pack Leader in Terminator Armour [Legends],model,1,1,2,0.67,name similarity 0.67; token overlap 0.38; faction compatible,SPACE MARINES,Ancient in Terminator Armour,,40mm,round,round,40,40,44,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
a341-f355-7305-58bb,Imperium - Adeptus Astartes - Space Wolves,Wolf Guard Pack Leader in Terminator Armour [Legends],model,1,1,3,0.67,name similarity 0.67; token overlap 0.38; faction compatible,SPACE MARINES,Captain in Terminator Armour,,50mm,round,round,50,50,44,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
6a01-437c-998a-f48e,Imperium - Adeptus Astartes - Space Wolves,Iron Priest on Thunderwolf [Legends],model,1,1,1,0.65,name similarity 0.59; token overlap 0.50; faction compatible,SPACE WOLVES,Iron Priest,,32mm,round,round,32,32,47,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
b180-3cac-9124-b818,Imperium - Adeptus Astartes - Ultramarines,Chaplain Cassius [Legends],model,1,1,1,0.70,name similarity 0.67; token overlap 0.50; faction compatible,SPACE MARINES,Chaplain,,40mm,round,round,40,40,44,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
b180-3cac-9124-b818,Imperium - Adeptus Astartes - Ultramarines,Chaplain Cassius [Legends],model,1,1,2,0.64,name similarity 0.75; token overlap 0.00; faction compatible,SPACE MARINES,Captain Sicarius,,32mm,round,round,32,32,44,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
b180-3cac-9124-b818,Imperium - Adeptus Astartes - Ultramarines,Chaplain Cassius [Legends],model,1,1,3,0.61,name similarity 0.62; token overlap 0.25; faction compatible,SPACE MARINES,Chaplain on Bike,,90x52.5mm Oval Base,oval,oval,90,52.5,44,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
8770-b0eb-f430-1dda,Imperium - Adeptus Astartes - Ultramarines,Tyrannic War Veterans [Legends],unit,6,6,1,0.58,name similarity 0.67; token overlap 0.00; faction compatible,SPACE MARINES,Sternguard Veteran Squad,,32mm,round,round,32,32,45,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
f4a3-1616-2f8e-59a3,Imperium - Adeptus Astartes - Ultramarines,Ultramarines Honour Guard [Legends],unit,4,4,1,0.74,name similarity 0.71; token overlap 0.50; faction compatible,SPACE MARINES,Victrix Honour Guard,,40mm,round,round,40,40,46,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
78aa-3f99-5fb7-7f83,Library - Astartes Heresy Legends,Kratos [Legends],model,1,1,1,0.58,name similarity 0.77; token overlap 0.00,CHAOS SPACE MARINES,Raptors,,32mm,round,round,32,32,29,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
d38d-c3a2-f753-efea,Library - Astartes Heresy Legends,Deredeo Dreadnought [Legends],model,1,1,1,0.72,name similarity 0.85; token overlap 0.33,SPACE MARINES,Redemptor Dreadnought,,90mm,round,round,90,90,45,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
d38d-c3a2-f753-efea,Library - Astartes Heresy Legends,Deredeo Dreadnought [Legends],model,1,1,2,0.67,name similarity 0.73; token overlap 0.50,SPACE MARINES,Dreadnought,,60mm,round,round,60,60,44,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
d38d-c3a2-f753-efea,Library - Astartes Heresy Legends,Deredeo Dreadnought [Legends],model,1,1,3,0.65,name similarity 0.75; token overlap 0.33,GREY KNIGHTS,Venerable Dreadnought,,60mm,round,round,60,60,36,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
783a-1c02-b377-b169,Library - Astartes Heresy Legends,Relic Contemptor Dreadnought [Legends],model,1,1,1,0.75,name similarity 0.83; token overlap 0.50,ADEPTUS CUSTODES,Venerable Contemptor Dreadnought,,60mm,round,round,60,60,16,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
783a-1c02-b377-b169,Library - Astartes Heresy Legends,Relic Contemptor Dreadnought [Legends],model,1,1,2,0.69,name similarity 0.76; token overlap 0.50,ADEPTUS CUSTODES,Contemptor-Galatus Dreadnought,,60mm,round,round,60,60,16,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
783a-1c02-b377-b169,Library - Astartes Heresy Legends,Relic Contemptor Dreadnought [Legends],model,1,1,3,0.68,name similarity 0.75; token overlap 0.50,ADEPTUS CUSTODES,Contemptor-Achillus Dreadnought,,60mm,round,round,60,60,16,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
14d4-8062-f090-6719,Library - Astartes Heresy Legends,Leviathan Dreadnought [Legends],model,1,1,1,0.66,name similarity 0.77; token overlap 0.33,SPACE WOLVES,Wulfen Dreadnought,,60mm,round,round,60,60,47,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
14d4-8062-f090-6719,Library - Astartes Heresy Legends,Leviathan Dreadnought [Legends],model,1,1,2,0.65,name similarity 0.78; token overlap 0.25,BLOOD ANGELS,Death Company Dreadnought,,90mm,round,round,90,90,24,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
14d4-8062-f090-6719,Library - Astartes Heresy Legends,Leviathan Dreadnought [Legends],model,1,1,3,0.64,name similarity 0.69; token overlap 0.50,SPACE MARINES,Dreadnought,,60mm,round,round,60,60,44,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
68be-7090-1fbc-9021,Library - Astartes Heresy Legends,Deathstorm Drop Pod [Legends],model,1,1,1,0.61,name similarity 0.59; token overlap 0.67,SPACE MARINES,Drop Pod,,Hull,hull,hull,,,44,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
34c8-1025-33f7-baaf,Library - Astartes Heresy Legends,Land Raider Proteus [Legends],model,1,1,1,0.72,name similarity 0.73; token overlap 0.67,GREY KNIGHTS,Land Raider,,Hull,hull,hull,,,36,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
34c8-1025-33f7-baaf,Library - Astartes Heresy Legends,Land Raider Proteus [Legends],model,1,1,2,0.72,name similarity 0.73; token overlap 0.67,SPACE MARINES,Land Raider,,Hull,hull,hull,,,45,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
34c8-1025-33f7-baaf,Library - Astartes Heresy Legends,Land Raider Proteus [Legends],model,1,1,3,0.70,name similarity 0.77; token overlap 0.50,BLACK TEMPLARS,Land Raider Crusader,,Hull,hull,hull,,,23,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
3006-ffe-2b0c-6b1b,Library - Astartes Heresy Legends,Land Raider Achilles [Legends],model,1,1,1,0.70,name similarity 0.71; token overlap 0.67,GREY KNIGHTS,Land Raider,,Hull,hull,hull,,,36,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
3006-ffe-2b0c-6b1b,Library - Astartes Heresy Legends,Land Raider Achilles [Legends],model,1,1,2,0.70,name similarity 0.71; token overlap 0.67,SPACE MARINES,Land Raider,,Hull,hull,hull,,,45,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
3006-ffe-2b0c-6b1b,Library - Astartes Heresy Legends,Land Raider Achilles [Legends],model,1,1,3,0.65,name similarity 0.70; token overlap 0.50,BLACK TEMPLARS,Land Raider Crusader,,Hull,hull,hull,,,23,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
b2f1-197b-fb3b-687f,Library - Astartes Heresy Legends,Sicaran Battle Tank [Legends],model,1,1,1,0.65,name similarity 0.73; token overlap 0.40,ASTRA MILITARUM,Rogal Dorn Battle Tank,,Hull,hull,hull,,,22,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
b2f1-197b-fb3b-687f,Library - Astartes Heresy Legends,Sicaran Battle Tank [Legends],model,1,1,2,0.61,name similarity 0.68; token overlap 0.40,ASTRA MILITARUM,Leman Russ Battle Tank,,Hull,hull,hull,,,21,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
2aee-e03c-836e-4c6e,Library - Astartes Heresy Legends,Rapier Carrier [Legends],model,1,1,1,0.63,name similarity 0.73; token overlap 0.33,LEAGUES OF VOTANN,Kapricus Carrier,,105x70mm Oval Base,oval,oval,105,70,39,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
97dc-f0c8-1354-88fb,Library - Astartes Heresy Legends,Whirlwind Scorpius [Legends],model,1,1,1,0.62,name similarity 0.67; token overlap 0.50,SPACE MARINES,Whirlwind,,Hull,hull,hull,,,46,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
7fd0-d95d-d076-3472,Library - Astartes Heresy Legends,Dreadnought Drop Pod [Legends],model,1,1,1,0.62,name similarity 0.71; token overlap 0.33,SPACE MARINES,Dreadnought,,60mm,round,round,60,60,44,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
7fd0-d95d-d076-3472,Library - Astartes Heresy Legends,Dreadnought Drop Pod [Legends],model,1,1,2,0.60,name similarity 0.57; token overlap 0.67,SPACE MARINES,Drop Pod,,Hull,hull,hull,,,44,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
1aa5-d081-2442-4c37,Library - Astartes Heresy Legends,Xiphon Interceptor [Legends],model,1,1,1,0.69,name similarity 0.76; token overlap 0.50,GREY KNIGHTS,Interceptor Squad,,32mm,round,round,32,32,36,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
1aa5-d081-2442-4c37,Library - Astartes Heresy Legends,Xiphon Interceptor [Legends],model,1,1,2,0.58,name similarity 0.67; token overlap 0.33,GREY KNIGHTS,Stormhawk Interceptor,,120x92mm Oval Base,oval,oval,120,92,36,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
1aa5-d081-2442-4c37,Library - Astartes Heresy Legends,Xiphon Interceptor [Legends],model,1,1,3,0.58,name similarity 0.67; token overlap 0.33,SPACE MARINES,Stormhawk Interceptor,,120x92mm Oval Base,oval,oval,120,92,46,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
3b7d-b14e-603-e1ad,Library - Astartes Heresy Legends,Storm Eagle Gunship [Legends],model,1,1,1,0.67,name similarity 0.81; token overlap 0.25,GREY KNIGHTS,Stormtalon Gunship,,120x92mm Oval Base,oval,oval,120,92,36,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
3b7d-b14e-603-e1ad,Library - Astartes Heresy Legends,Storm Eagle Gunship [Legends],model,1,1,2,0.67,name similarity 0.81; token overlap 0.25,SPACE MARINES,Stormtalon Gunship,,120x92mm Oval Base,oval,oval,120,92,46,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
3b7d-b14e-603-e1ad,Library - Astartes Heresy Legends,Storm Eagle Gunship [Legends],model,1,1,3,0.63,name similarity 0.76; token overlap 0.25,GREY KNIGHTS,Stormraven Gunship,,120x92mm Oval Base,oval,oval,120,92,36,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
625b-29e4-7be7-db5a,Library - Astartes Heresy Legends,Falchion [Legends],model,1,1,1,0.64,name similarity 0.86; token overlap 0.00,AELDARI,Falcon,,Large Flying Base,large_flying_base,flying,,,19,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
9401-616b-6e9e-10e5,Library - Astartes Heresy Legends,Dreadclaw Drop Pod [Legends],model,1,1,1,0.63,name similarity 0.62; token overlap 0.67,SPACE MARINES,Drop Pod,,Hull,hull,hull,,,44,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
6c76-b4e-4437-27e2,Library - Astartes Heresy Legends,Kytan Ravager [Legends],model,1,1,1,0.65,name similarity 0.70; token overlap 0.50,DRUKHARI,Ravager,,Large Flying Base,large_flying_base,flying,,,33,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
c10d-772e-a54f-a2b9,Library - Tyranids,Hyperadapted Raveners,unit,1,1,1,0.62,name similarity 0.55; token overlap 0.50; faction compatible,TYRANIDS,Raveners,,40mm,round,round,40,40,51,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
8005-b0eb-72ab-aed5,Xenos - Necrons,Lord [Legends],model,1,1,1,0.58,name similarity 0.50; token overlap 0.50; faction compatible,NECRONS,Lokhust Lord,,Large Flying Base,large_flying_base,flying,,,40,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
8005-b0eb-72ab-aed5,Xenos - Necrons,Lord [Legends],model,1,1,2,0.58,name similarity 0.67; token overlap 0.00; faction compatible,NECRONS,Overlord,,40mm,round,round,40,40,40,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
f868-afbc-9f6b-e4e9,Xenos - Necrons,Canoptek Tomb Stalker [Legends],model,1,1,2,0.80,name similarity 0.88; token overlap 0.25; faction compatible,NECRONS,Canoptek Doomstalker,,90mm,round,round,90,90,40,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
f868-afbc-9f6b-e4e9,Xenos - Necrons,Canoptek Tomb Stalker [Legends],model,1,1,3,0.63,name similarity 0.65; token overlap 0.25; faction compatible,NECRONS,Canoptek Spyders,,60mm,round,round,60,60,40,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
9519-5dbc-ab5-c720,Xenos - Necrons,Canoptek Tomb Sentinel [Legends],model,1,1,1,0.72,name similarity 0.68; token overlap 0.50; faction compatible,NECRONS,Canoptek Tomb Crawlers,,50mm,round,round,50,50,40,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
9519-5dbc-ab5-c720,Xenos - Necrons,Canoptek Tomb Sentinel [Legends],model,1,1,2,0.61,name similarity 0.62; token overlap 0.25; faction compatible,NECRONS,Canoptek Doomstalker,,90mm,round,round,90,90,40,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
9519-5dbc-ab5-c720,Xenos - Necrons,Canoptek Tomb Sentinel [Legends],model,1,1,3,0.58,name similarity 0.58; token overlap 0.25; faction compatible,NECRONS,Canoptek Spyders,,60mm,round,round,60,60,40,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
a7e1-5b53-1d89-e1e3,Xenos - Necrons,Canoptek Acanthrites [Legends],unit,3,6,1,0.74,name similarity 0.77; token overlap 0.33; faction compatible,NECRONS,Canoptek Macrocytes,,28.5mm,round,round,28.5,28.5,40,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
a7e1-5b53-1d89-e1e3,Xenos - Necrons,Canoptek Acanthrites [Legends],unit,3,6,2,0.70,name similarity 0.72; token overlap 0.33; faction compatible,NECRONS,Canoptek Wraiths,,50mm,round,round,50,50,40,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
a7e1-5b53-1d89-e1e3,Xenos - Necrons,Canoptek Acanthrites [Legends],unit,3,6,3,0.66,name similarity 0.67; token overlap 0.33; faction compatible,NECRONS,Canoptek Reanimator,,60mm,round,round,60,60,40,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
ef1-14e1-cf28-4701,Xenos - Necrons,Tesseract Ark [Legends],model,1,1,1,0.75,name similarity 0.79; token overlap 0.33; faction compatible,NECRONS,Tesseract Vault,,120x92mm Oval Base,oval,oval,120,92,41,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
ef1-14e1-cf28-4701,Xenos - Necrons,Tesseract Ark [Legends],model,1,1,2,0.57,name similarity 0.55; token overlap 0.33; faction compatible,NECRONS,Ghost Ark,,Large Flying Base,large_flying_base,flying,,,40,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
e6d4-56e1-3bbd-475,Xenos - Necrons,Night Shroud [Legends],model,1,1,1,0.66,name similarity 0.67; token overlap 0.33; faction compatible,NECRONS,Night Scythe,,120x92mm Oval Base,oval,oval,120,92,40,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
50cd-aa29-f506-8ed1,Xenos - Necrons,Triarchal Overseer [Crucible],model,1,1,1,0.58,name similarity 0.67; token overlap 0.00; faction compatible,NECRONS,Triarch Stalker,,Hull,hull,hull,,,41,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
ec71-71e2-6601-31b8,Xenos - Orks,Boss Zagstruk [Legends],model,1,1,1,0.58,name similarity 0.56; token overlap 0.33; faction compatible,ORKS,Boss Snikrot,,40mm,round,round,40,40,42,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
